Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,City,State,Zip
24-Jul,454.7,136.41,8/22/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
24-Oct,10605.04,3181.51,11/25/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Oct,143025.06,42907.51,11/22/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
24-Dec,9675.5,2902.65,1/29/2025,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
24-Dec,10670,3201,1/29/2025,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Dec,8240.5,2472.15,1/29/2025,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-Dec,9215.5,2764.65,1/29/2025,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-Dec,7650.5,2295.15,1/29/2025,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-Oct,43019.2,12905.76,11/29/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,MD,20855
24-Jul,10089.01,3026.7,8/26/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Dec,86231.63,25869.48,1/22/2025,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Mar,2414.2,724.26,4/12/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Apr,2877.97,863.39,5/7/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
15-Dec,3322.67,996.8,1/25/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Dec,4965.49,1489.64,1/9/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Nov,7356.19,2206.85,12/16/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Feb,5321.55,1596.46,3/2/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Jan,5960.61,1788.18,2/25/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Oct,5101.04,1530.31,11/21/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Sep,3750.34,1125.1,10/9/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
15-Aug,2334.32,700.29,9/24/2015,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Apr,2911.07,873.32,5/11/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Mar,6089.03,1826.7,4/13/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Feb,4667.81,1400.34,3/8/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Aug,5904.51,1771.35,9/11/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Sep,5703.58,1711.07,10/10/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-May,2909.64,872.89,6/11/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Jun,5684.58,1705.37,7/10/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Jan,18983.09,5694.92,2/13/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Feb,4321.49,1296.44,3/29/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Jul,7131.01,2139.3,8/9/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Mar,5643.26,1692.97,4/26/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-May,6933.25,2079.97,6/12/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Mar,22836.6,6850.98,4/9/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Dec,5319.63,1595.88,1/9/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Feb,3085.75,925.72,3/11/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Aug,7016.29,2104.88,9/22/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-May,11020.77,3306.23,6/9/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Nov,10567.25,3170.17,12/13/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-May,4115.57,1234.67,6/17/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Oct,1625.31,487.59,11/10/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Nov,2820.85,846.25,12/20/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Jun,5338.28,1601.48,7/8/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Jul,6288.25,1886.47,8/10/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
15-Sep,6266.97,1880.09,10/27/2015,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Sep,9633.82,2890.14,10/5/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Jul,17513.75,5254.12,8/18/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Apr,4115.09,1234.52,5/9/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Nov,14885.76,4465.72,12/7/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Oct,4747.25,1424.17,11/8/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Sep,4702.03,1410.6,10/9/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Oct,8495.29,2548.58,11/8/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Dec,1552.85,465.85,1/14/2022,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Jul,2780.75,834.22,8/13/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Mar,4672.67,1401.8,4/20/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Oct,11837.74,3551.32,11/12/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Aug,2106.81,632.04,9/10/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Feb,5610.45,1683.13,3/9/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Oct,3348.77,1004.63,11/12/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
15-Oct,3976.1,1192.83,11/19/2015,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Apr,14781.97,4434.59,5/7/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Jan,5292.48,1587.74,2/12/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Mar,6496.3,1948.89,4/13/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Aug,3220.31,966.09,9/10/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Jul,2892.31,867.69,8/10/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Jun,4572.26,1371.67,7/27/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Nov,4945.55,1483.66,12/12/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Jun,6830.5,2049.15,7/8/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Dec,11127.53,3338.25,1/8/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Sep,4011.82,1203.54,10/21/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-May,6020.39,1806.11,6/2/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
15-Nov,4622.39,1386.71,12/16/2015,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Sep,3197.02,959.1,10/12/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Jan,2458.83,737.64,2/10/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
16-Apr,3565.85,1069.75,5/20/2016,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
21-Jun,3549.31,1064.79,7/12/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Aug,6442.08,1932.62,9/19/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Feb,14680.6,4404.18,3/7/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Jan,4093.51,1228.05,2/11/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-May,3488.37,1046.51,6/7/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Dec,2724.27,817.28,1/13/2021,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Dec,6026.08,1807.82,1/8/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
22-Jun,81.4,24.42,7/20/2022,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
17-Jan,5061.85,1518.55,2/20/2017,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Jun,4744.49,1423.34,7/10/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
22-May,81.4,24.42,6/16/2022,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Nov,2365.77,709.73,12/9/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
18-Apr,6936.88,2081.06,5/9/2018,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
20-Jul,4644.7,1393.41,8/13/2020,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
22-Apr,82.34,24.7,5/18/2022,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
19-Aug,4178.53,1253.55,9/11/2019,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
24-Oct,8254.25,2476.27,12/3/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
25-Jan,5998.4,1799.52,2/19/2025,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
25-Jan,2430.5,729.15,2/13/2025,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
25-Jan,43176.92,12953.07,2/20/2025,Century Distributors,15710 Crabbs Branch Way,Rockville,MD,20855
25-Jan,3174.17,952.25,2/20/2025,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
23-Dec,1628,488.4,1/15/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
23-Dec,865,259.5,1/15/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
23-Dec,1079,323.7,1/15/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
23-Dec,885.5,265.65,1/15/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
23-Dec,2366.5,709.95,1/15/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
23-Dec,1688,506.4,1/15/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
23-Dec,1680,504,1/15/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
23-Dec,1210,363,1/15/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
23-Dec,1877.72,563.31,1/19/2024,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
23-Dec,43146.36,12943.9,1/19/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
23-Dec,110562.76,33168.82,1/19/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
23-Dec,17150.27,5145.08,1/19/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
23-Dec,1986.36,595.9,1/16/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
25-Jan,8823,2646.9,2/23/2025,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
25-Jan,8586.66,2575.99,2/23/2025,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
25-Jan,10156,3046.8,2/23/2025,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
25-Jan,12413,3723.9,2/23/2025,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
25-Jan,4136.66,1240.99,2/23/2025,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
25-Jan,9386.66,2815.99,2/23/2025,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
25-Jan,8930,2679,2/23/2025,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
25-Jan,342.93,102.87,2/24/2025,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
24-Nov,3384.95,1015.48,12/17/2024,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
25-Jan,11530,3459,2/23/2025,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Nov,11180,3354,12/19/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Nov,10306,3091.8,12/19/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
24-Nov,12594,3778.2,12/19/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Nov,6551.9,1965.57,12/13/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Sep,2161.6,648.48,11/1/2021,D & A Distribution LLC,14045 Abercorn St Suite 1614,Savannah,Georgia,31419-1957
21-Jun,852.5,255.75,8/2/2021,D & A Distribution LLC,14045 Abercorn St Suite 1614,Savannah,Georgia,31419-1957
22-Feb,702,210.6,3/31/2022,D & A Distribution LLC,14045 Abercorn St Suite 1614,Savannah,Georgia,31419-1957
24-Nov,8895,2668.5,12/19/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-Nov,4494,1348.2,12/19/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
24-Nov,3560,1068,12/19/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
24-Nov,34153.47,10246.04,12/18/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,MD,20855
24-Nov,268,80.4,12/24/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
24-Nov,10279.94,3083.98,12/26/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Nov,93217.79,27965.33,12/17/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
23-Dec,15713.03,4713.9,1/22/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
22-Apr,538.25,161.47,5/31/2022,D & A Distribution LLC,14045 Abercorn St Suite 1614,Savannah,Georgia,31419-1957
21-Jan,114.5,34.35,2/11/2021,D & A Distribution LLC,14045 Abercorn St Suite 1614,Savannah,Georgia,31419-1957
23-Dec,313.7,94.11,1/22/2024,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
23-Dec,13054.3,3916.29,1/29/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Nov,8560,2568,12/19/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-Nov,1547.72,464.31,12/16/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
24-Nov,9250,2775,12/19/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
23-Sep,7485.2,2245.56,2/9/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
23-Oct,8220.15,2466.04,2/9/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
23-Dec,7947.48,2384.24,2/9/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
23-Nov,7784.35,2335.3,2/9/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
25-Jan,11185.7,3355.71,2/25/2025,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Jan,1600,480,2/11/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-Jan,855.9,256.77,2/11/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-Jan,1712,513.6,2/11/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Jan,1225.5,367.65,2/11/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-Jan,1635,490.5,2/11/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
24-Jan,1185,355.5,2/11/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
24-Jan,2383.33,714.99,2/11/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Jan,1115,334.5,2/11/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
24-Jan,2015.54,604.66,2/16/2024,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
24-Jan,1362.26,408.67,2/15/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
24-Jan,313.03,93.9,2/12/2024,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
24-Jan,48909.82,14672.94,2/20/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
24-Jan,106,31.8,2/21/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
24-Jan,13892.07,4167.62,2/27/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Jan,116174.21,34852.26,2/22/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
24-Jan,7195,2158.5,3/4/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
25-Jan,85721,25716.3,2/21/2025,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
24-Feb,1682.5,504.75,3/10/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Feb,1149.5,344.85,3/10/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
24-Feb,1579.25,473.77,3/10/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-Feb,1180.5,354.15,3/10/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-Feb,866.5,259.95,3/10/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-Feb,1644.75,493.42,3/10/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
