Precinct,Race,LegislativeDistrict,CountyCouncil,CongressionalDistrict,CounterGroup,CounterType,SumOfCount
SEA 46-2350,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,21
SEA 46-2350,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,54
SEA 46-2350,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,370
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,49
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,2
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,22
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,25
SEA 46-2351,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,370
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,49
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,1
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,23
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,25
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,370
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,49
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,12
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,21
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,16
SEA 46-2351,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,0
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,370
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,49
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,3
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,17
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,29
SEA 46-2351,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,385
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,64
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,1
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,18
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,45
SEA 46-2352,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,385
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,64
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,0
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,20
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,44
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,385
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,64
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,3
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,25
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,35
SEA 46-2352,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,1
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,385
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,64
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,1
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,15
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,48
SEA 46-2352,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,675
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,77
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,2
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,11
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,64
SEA 46-2353,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,675
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,77
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,2
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,11
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,64
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2353,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,675
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,26
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,363
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,66
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,14
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,27
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,25
SEA 46-2355,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,0
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,363
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,66
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,1
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,28
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,37
SEA 46-2355,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,481
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,120
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,4
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,42
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,74
SEA 46-2357,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,481
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,120
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,3
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,41
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,76
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,481
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,120
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,10
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,56
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,54
SEA 46-2357,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,0
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,481
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,120
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,7
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,29
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,84
SEA 46-2357,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,558
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,92
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,2
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,23
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,67
SEA 46-2358,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,558
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,92
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,1
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,23
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,68
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,558
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,92
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,10
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,30
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,52
SEA 46-2358,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,0
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,558
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,92
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,2
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,19
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,71
SEA 46-2358,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Registered Voters,396
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Counted,76
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Under Voted,0
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,No,32
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Yes,44
SEA 46-2359,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Over Voted,0
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Registered Voters,396
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Counted,76
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Under Voted,0
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,No,28
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Yes,48
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Over Voted,0
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Registered Voters,396
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Counted,76
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Under Voted,13
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Proposition 1B,31
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Proposition 1A,32
SEA 46-2359,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Over Voted,0
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Registered Voters,396
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Counted,76
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Under Voted,0
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,No,29
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Yes,47
SEA 46-2359,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Over Voted,0
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Registered Voters,739
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Counted,84
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Under Voted,2
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,No,16
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Yes,66
SEA 46-2360,Seattle School District No. 1 Proposition No. 2,46,4,7,Total,Times Over Voted,0
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Registered Voters,739
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Counted,84
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Under Voted,1
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,No,18
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Yes,65
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B,46,4,7,Total,Times Over Voted,0
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Registered Voters,739
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Counted,84
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Under Voted,7
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Proposition 1B,27
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Proposition 1A,47
SEA 46-2360,City of Seattle Proposition Nos. 1A and 1B (continued),46,4,7,Total,Times Over Voted,3
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Registered Voters,739
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Counted,84
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Under Voted,2
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,No,17
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Yes,65
SEA 46-2360,Seattle School District No. 1 Proposition No. 1,46,4,7,Total,Times Over Voted,0
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,355
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,56
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,2
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,No,30
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Yes,24
SEA 46-2361,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Over Voted,0
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Registered Voters,355
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Counted,56
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Under Voted,3
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,No,31
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Yes,22
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B,46,1,7,Total,Times Over Voted,0
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Registered Voters,355
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Counted,56
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Under Voted,19
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1B,18
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Proposition 1A,19
SEA 46-2361,City of Seattle Proposition Nos. 1A and 1B (continued),46,1,7,Total,Times Over Voted,0
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Registered Voters,355
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Counted,56
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Under Voted,1
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,No,30
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Yes,25
SEA 46-2361,Seattle School District No. 1 Proposition No. 1,46,1,7,Total,Times Over Voted,0
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,Registered Voters,600
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,Times Counted,119
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,Times Under Voted,0
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,Yes,68
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,No,51
KMR 01-0677,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,1,1,1,Total,Times Over Voted,0
SEA 46-2363,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Registered Voters,439
SEA 46-2363,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Counted,66
SEA 46-2363,Seattle School District No. 1 Proposition No. 2,46,1,7,Total,Times Under Voted,1
